,Fund,Cat. Average,Index
Price/Earnings ,9.58,11.02,12.13
Price/Book ,0.58,0.84,0.86
Price/Sales ,0.38,0.53,0.65
Price/Cash Flow ,4.39,3.46,3.66
Dividend Yield % ,2.01,3.08,3.48
Long-Term Earnings % ,22.56,10.07,3.69
Historical Earnings % ,-25.82,15.26,14.88
Sales Growth % ,-2.97,11.25,4.89
Cash-Flow Growth % ,15.49,16.83,15.05
Book-Value Growth % ,2.87,10.86,8.56
