,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,YTD
Fund (Price),—,—,—,-1.47,4.62,-27.46,-8.16,6.15,1.14,-8.99,6.87
Fund (NAV),—,—,—,-1.42,4.86,-27.15,-8.68,6.61,0.95,-9.48,8.29
+/ Category (NAV),—,—,—,-8.40,3.75,-22.07,-12.69,5.92,-21.53,7.20,13.07
+/- Index (Price),—,—,—,-15.80,2.10,-20.31,-5.34,-7.67,-31.10,8.64,6.21
Percentile Rank,—,—,—,95,15,100,98,24,100,6,1
# of Funds in Category,—,—,"1,539","1,737","1,779","1,796","2,103","2,012","2,058","2,015","2,325"
