,Values
NAV,"17,058.86"
Open Price,"16,910.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,"107.0 / 1,561.2"
Day Range,"16,905.00 – 16,940.00"
Year Range,"13,575.00 – 18,830.00"
SEC Yield ,—
12-Month Yield ,1.91%
Premium ,—
Expense Ratio,0.210%
Total Assets,5.7 Bil
