,Values
NAV,"16,901.29"
Open Price,"16,655.00"
Bid / Ask / Spread,"15,075.00 / 0.00 / 0.00%"
Volume / Avg,"782.0 / 1,421.4"
Day Range,"16,655.00 – 16,750.00"
Year Range,"13,575.00 – 18,830.00"
SEC Yield ,—
12-Month Yield ,1.91%
Premium ,—
Expense Ratio,0.210%
Total Assets,5.7 Bil
