,Values
NAV,"14,992.69"
Open Price,"15,140.00"
Bid / Ask / Spread,"15,040.00 / 0.00 / 0.00%"
Volume / Avg,"9,001.0 / 7,356.7"
Day Range,"14,995.00 – 15,195.00"
Year Range,"9,545.00 – 16,260.00"
SEC Yield ,—
12-Month Yield ,0.00%
Premium ,—
Expense Ratio,0.360%
Total Assets,7.5 Bil
