,Values
NAV,"14,992.69"
Open Price,"14,960.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,"18,414.0 / 7,336.7"
Day Range,"14,935.00 – 15,075.00"
Year Range,"9,545.00 – 16,260.00"
SEC Yield ,—
12-Month Yield ,0.00%
Premium ,—
Expense Ratio,0.360%
Total Assets,7.5 Bil
