,1-Day,1-Week,1-Month,3-Month,YTD,1-Year,3-Year,5-Year,10-Year,15-Year,Since Inception
Total Return % (Price),0.00,0.04,0.31,0.74,1.53,2.22,—,—,—,—,—
Total Return % (NAV),0.01,0.04,0.32,0.75,1.54,2.25,—,—,—,—,1.88
+/- Category (NAV),0.03,0.01,-0.15,-0.30,-0.58,-0.84,—,—,—,—,—
+/- Index (NAV),-0.15,-0.28,-1.10,-1.81,-2.82,-3.99,—,—,—,—,—
