,Values
NAV,"52,443.67"
Open Price,"52,415.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,"638.0 / 17,192.8"
Day Range,"52,415.00 – 52,450.00"
Year Range,"51,295.00 – 52,450.00"
SEC Yield ,—
12-Month Yield ,0.00%
Premium ,—
Expense Ratio,0.150%
Total Assets,24.1 Bil
