,Values
NAV,"52,443.67"
Open Price,"52,440.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,"52.0 / 17,189.8"
Day Range,"52,440.00 – 52,450.00"
Year Range,"51,290.00 – 52,450.00"
SEC Yield ,—
12-Month Yield ,0.00%
Premium ,—
Expense Ratio,0.150%
Total Assets,24.1 Bil
