,Values
NAV,"7,520.89"
Open Price,"7,525.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,"209,524.0 / 36,995.6"
Day Range,"7,395.00 – 7,525.00"
Year Range,"7,395.00 – 8,800.00"
SEC Yield ,—
12-Month Yield ,1.90%
Premium ,—
Expense Ratio,0.350%
Total Assets,46.6 Bil
