,Values
Sustainability Rate,Average
Percent Rank in Global Category,34%
Historical Sustainability Score,42.06
Global Category,Korea Equity
Portfolio ESG,51.35
Controversy Deduction,8.91
Sustainability Score,42.44
Sustainability Mandate,No
