,Values
NAV,"7,546.32"
Open Price,"7,490.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,"14,158.0 / 37,426.8"
Day Range,"7,445.00 – 7,515.00"
Year Range,"7,445.00 – 8,800.00"
SEC Yield ,—
12-Month Yield ,1.90%
Premium ,—
Expense Ratio,0.350%
Total Assets,46.8 Bil
