,1-Day,1-Week,1-Month,3-Month,YTD,1-Year,3-Year,5-Year,10-Year,15-Year,Since Inception
Total Return % (Price),-0.53,-0.93,-8.05,-5.44,-2.73,-9.49,3.19,—,—,—,—
Total Return % (NAV),0.71,0.31,-7.38,-6.06,-2.10,-9.70,3.29,—,—,—,3.56
+/- Category (NAV),-0.06,-1.17,-0.28,0.72,2.77,3.19,4.33,—,—,—,—
+/- Index (NAV),0.71,-0.94,-1.18,-2.34,-2.60,0.08,-1.09,—,—,—,—
