,Values
NAV,"102,031.70"
Open Price,"102,045.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,"285,781.0 / 215,170.2"
Day Range,"102,045.00 – 102,065.00"
Year Range,"100,750.00 – 102,345.00"
SEC Yield ,—
12-Month Yield ,1.57%
Premium ,—
Expense Ratio,0.180%
Total Assets,42.1 Bil
