,1-Day,1-Week,1-Month,3-Month,YTD,1-Year,3-Year,5-Year,10-Year,15-Year,Since Inception
Total Return % (Price),0.02,0.04,0.24,0.59,1.28,1.87,1.55,1.65,—,—,—
Total Return % (NAV),0.01,0.04,0.22,0.59,1.26,1.88,1.56,1.67,—,—,2.29
+/- Category (NAV),0.03,0.01,0.00,0.10,0.08,0.11,0.16,0.21,—,—,—
+/- Index (NAV),0.00,0.00,0.05,0.05,-0.09,-0.22,-0.34,-0.34,—,—,—
