,1-Day,1-Week,1-Month,3-Month,YTD,1-Year,3-Year,5-Year,10-Year,15-Year,Since Inception
Total Return % (Price),-1.65,2.34,-11.22,-5.31,5.86,-20.34,14.47,—,—,—,—
Total Return % (NAV),1.94,-1.65,-9.65,-6.02,7.70,-20.63,15.25,—,—,—,24.01
+/- Category (NAV),—,—,—,—,—,—,—,—,—,—,—
+/- Index (NAV),—,—,—,—,—,—,—,—,—,—,—
