Sectors,Fund %,Category %
Basic Materials,0.00,6.42
Consumer Cyclical,0.00,10.04
Financial Services,0.00,14.39
Real Estate,0.00,0.89
Communication Services,0.00,2.37
Energy,0.00,1.90
Industrials,0.00,8.43
Technology,100.00,33.92
Consumer Defensive,0.00,6.36
Healthcare,0.00,14.24
Utilities,0.00,1.05
