,Values
NAV,"20,621.30"
Open Price,"20,515.00"
Bid / Ask / Spread,"0.00 / 20,900.00 / 0.00%"
Volume / Avg,"6,821.0 / 9,866.3"
Day Range,"20,100.00 – 20,515.00"
Year Range,"7,115.00 – 27,530.00"
SEC Yield ,—
12-Month Yield ,0.00%
Premium ,—
Expense Ratio,0.720%
Total Assets,20.6 Bil
