,Values
Sustainability Rate,High
Percent Rank in Global Category,9%
Historical Sustainability Score,48.49
Global Category,Trading Tools
Portfolio ESG,55.23
Controversy Deduction,5.60
Sustainability Score,49.63
Sustainability Mandate,No
