,Net,Short,Long,Cat.,Index
U.S.Stock,0.00,0.00,0.00,0.03,—
Non-U.S.Stock,199.95,0.00,199.95,620.20,—
Bonds,8.48,0.00,8.48,8.78,—
Other,0.00,0.00,0.00,3.73,—
Cash,-108.44,117.87,9.44,156.79,—
Not Classified,0.00,0.00,0.00,0.10,—
