,Values
NAV,"20,125.43"
Open Price,"19,900.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,"4,630.0 / 9,888.2"
Day Range,"19,680.00 – 20,070.00"
Year Range,"7,115.00 – 27,530.00"
SEC Yield ,—
12-Month Yield ,0.00%
Premium ,—
Expense Ratio,0.720%
Total Assets,19.1 Bil
