,Values
NAV,"8,858.11"
Open Price,"8,700.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,"15,410.0 / 22,952.7"
Day Range,"8,645.00 – 8,700.00"
Year Range,"8,350.00 – 11,000.00"
SEC Yield ,—
12-Month Yield ,1.36%
Premium ,—
Expense Ratio,0.500%
Total Assets,10.6 Bil
