,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,YTD
Fund (Price),—,—,—,—,—,—,—,—,17.95,-20.17,-2.50
Fund (NAV),—,—,—,—,—,—,—,—,17.60,-19.76,-2.22
+/ Category (NAV),—,—,—,—,—,—,—,—,-4.88,-3.08,2.56
+/- Index (Price),—,—,—,—,—,—,—,—,-14.29,-2.54,-3.16
Percentile Rank,—,—,—,—,—,—,—,—,82,84,19
# of Funds in Category,—,—,—,—,—,—,—,"2,012","2,058","2,015","2,325"
