,Values
Sustainability Rate,Low
Percent Rank in Global Category,93%
Historical Sustainability Score,37.36
Global Category,Korea Equity
Portfolio ESG,41.00
Controversy Deduction,2.54
Sustainability Score,38.46
Sustainability Mandate,No
