,1-Day,1-Week,1-Month,3-Month,YTD,1-Year,3-Year,5-Year,10-Year,15-Year,Since Inception
Total Return % (Price),-0.17,2.20,-8.16,-10.17,-2.50,-16.95,-4.65,—,—,—,—
Total Return % (NAV),0.22,1.06,-7.52,-10.36,-2.22,-18.41,-4.43,—,—,—,-2.53
+/- Category (NAV),0.17,1.24,-0.48,-2.40,2.56,-4.67,-3.38,—,—,—,—
+/- Index (NAV),-0.10,1.70,-1.56,-5.89,-2.88,-8.01,-8.86,—,—,—,—
