,1-Day,1-Week,1-Month,3-Month,YTD,1-Year,3-Year,5-Year,10-Year,15-Year,Since Inception
Total Return % (Price),-0.38,1.41,-4.74,0.43,5.91,—,—,—,—,—,—
Total Return % (NAV),2.17,4.50,-3.02,0.12,6.67,—,—,—,—,—,2.37
+/- Category (NAV),1.12,2.57,-0.30,-0.18,-9.48,—,—,—,—,—,—
+/- Index (NAV),2.66,7.73,2.92,0.56,-12.19,—,—,—,—,—,—
