,Values
NAV,"10,539.36"
Open Price,"10,495.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,41.0 / 323.1
Day Range,"10,480.00 – 10,560.00"
Year Range,"9,225.00 – 11,795.00"
SEC Yield ,—
12-Month Yield ,—
Premium ,—
Expense Ratio,0.460%
Total Assets,3.0 Bil
