,Values
NAV,"10,539.36"
Open Price,"10,460.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,39.0 / 323.0
Day Range,"10,400.00 – 10,470.00"
Year Range,"9,225.00 – 11,795.00"
SEC Yield ,—
12-Month Yield ,—
Premium ,—
Expense Ratio,0.460%
Total Assets,3.0 Bil
