,Fund,Cat. Average,Index
Price/Earnings ,14.50,17.17,20.64
Price/Book ,1.23,2.04,3.84
Price/Sales ,0.99,1.37,2.36
Price/Cash Flow ,2.55,7.78,11.93
Dividend Yield % ,2.23,1.69,1.48
Long-Term Earnings % ,39.77,8.11,10.45
Historical Earnings % ,44.49,12.12,18.19
Sales Growth % ,7.77,7.65,8.61
Cash-Flow Growth % ,33.25,13.49,16.51
Book-Value Growth % ,12.92,7.62,8.68
