,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,YTD
Fund (Price),—,—,—,—,—,—,—,—,—,—,5.91
Fund (NAV),—,—,—,—,—,—,—,—,—,—,6.67
+/ Category (NAV),—,—,—,—,—,—,—,—,—,—,-9.48
+/- Index (Price),—,—,—,—,—,—,—,—,—,—,-12.94
Percentile Rank,—,—,—,—,—,—,—,—,—,—,87
# of Funds in Category,—,—,—,—,—,—,—,—,—,243,370
