,Values
Sustainability Rate,Average
Percent Rank in Global Category,62%
Historical Sustainability Score,46.41
Global Category,Technology Sector Equity
Portfolio ESG,51.84
Controversy Deduction,5.06
Sustainability Score,46.78
Sustainability Mandate,No
