,Values
NAV,"9,130.43"
Open Price,"9,095.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,"774.0 / 56,380.7"
Day Range,"9,085.00 – 9,170.00"
Year Range,"8,990.00 – 11,300.00"
SEC Yield ,—
12-Month Yield ,0.00%
Premium ,—
Expense Ratio,0.500%
Total Assets,21.9 Bil
