,Values
NAV,"9,088.19"
Open Price,"9,060.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,"4,058.0 / 57,827.9"
Day Range,"8,990.00 – 9,060.00"
Year Range,"8,990.00 – 11,300.00"
SEC Yield ,—
12-Month Yield ,0.00%
Premium ,—
Expense Ratio,0.500%
Total Assets,23.6 Bil
