,Values
NAV,"9,192.14"
Open Price,"9,220.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,111.0 / 266.7
Day Range,"9,170.00 – 9,220.00"
Year Range,"9,170.00 – 10,455.00"
SEC Yield ,—
12-Month Yield ,0.19%
Premium ,—
Expense Ratio,0.460%
Total Assets,6.4 Bil
