Sectors,Fund %,Category %
Basic Materials,17.39,8.70
Consumer Cyclical,16.88,13.65
Financial Services,24.51,11.56
Real Estate,0.00,0.29
Communication Services,5.68,2.34
Energy,5.28,1.96
Industrials,11.84,10.46
Technology,3.65,38.20
Consumer Defensive,13.08,6.64
Healthcare,0.00,4.97
Utilities,1.69,1.23
