,1-Day,1-Week,1-Month,3-Month,YTD,1-Year,3-Year,5-Year,10-Year,15-Year,Since Inception
Total Return % (Price),-0.33,-2.03,-7.43,-5.81,-11.37,-8.29,—,—,—,—,—
Total Return % (NAV),-0.50,-0.63,-7.85,-5.56,-10.71,-7.84,—,—,—,—,-6.07
+/- Category (NAV),-1.26,-2.11,-0.75,1.22,-5.85,5.05,—,—,—,—,—
+/- Index (NAV),-0.50,-1.88,-1.65,-1.85,-11.21,1.95,—,—,—,—,—
