,Fund,Cat. Average,Index
Price/Earnings ,9.46,11.02,12.13
Price/Book ,0.67,0.84,0.86
Price/Sales ,0.39,0.53,0.65
Price/Cash Flow ,3.46,3.46,3.66
Dividend Yield % ,3.57,3.08,3.48
Long-Term Earnings % ,10.47,10.07,3.69
Historical Earnings % ,-3.97,15.26,14.88
Sales Growth % ,-4.67,11.25,4.89
Cash-Flow Growth % ,2.93,16.83,15.05
Book-Value Growth % ,1.74,10.86,8.56
