,Values
Sustainability Rate,Below Average
Percent Rank in Global Category,80%
Historical Sustainability Score,39.89
Global Category,Korea Equity
Portfolio ESG,44.71
Controversy Deduction,5.05
Sustainability Score,39.66
Sustainability Mandate,No
