,Values
NAV,"9,192.14"
Open Price,"9,130.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,133.0 / 267.6
Day Range,"9,125.00 – 9,160.00"
Year Range,"9,125.00 – 10,455.00"
SEC Yield ,—
12-Month Yield ,0.19%
Premium ,—
Expense Ratio,0.460%
Total Assets,6.4 Bil
