,Values
NAV,"11,700.42"
Open Price,"11,645.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,"1,955.0 / 5,484.1"
Day Range,"11,590.00 – 11,645.00"
Year Range,"10,905.00 – 11,840.00"
SEC Yield ,—
12-Month Yield ,0.00%
Premium ,—
Expense Ratio,0.290%
Total Assets,26.9 Bil
