,1-Day,1-Week,1-Month,3-Month,YTD,1-Year,3-Year,5-Year,10-Year,15-Year,Since Inception
Total Return % (Price),-0.51,0.04,-0.77,-0.30,5.82,3.05,4.36,3.11,—,—,—
Total Return % (NAV),-0.05,-0.37,-0.54,0.22,6.34,2.93,4.42,3.19,—,—,2.96
+/- Category (NAV),-0.18,-0.11,-0.56,-1.26,-1.76,-0.93,0.62,-0.06,—,—,—
+/- Index (NAV),2.14,0.86,0.65,-2.19,-2.30,-7.70,0.40,-1.28,—,—,—
