,Values
NAV,"7,156.67"
Open Price,"7,090.00"
Bid / Ask / Spread,"7,000.00 / 7,400.00 / 5.56%"
Volume / Avg,"26,752.0 / 30,746.6"
Day Range,"6,990.00 – 7,095.00"
Year Range,"6,510.00 – 13,715.00"
SEC Yield ,—
12-Month Yield ,0.25%
Premium ,—
Expense Ratio,0.500%
Total Assets,14.3 Bil
