,1-Day,1-Week,1-Month,3-Month,YTD,1-Year,3-Year,5-Year,10-Year,15-Year,Since Inception
Total Return % (Price),-1.33,-0.28,-18.22,-29.57,-34.04,-33.98,-12.73,—,—,—,—
Total Return % (NAV),1.17,4.92,-16.78,-28.18,-33.09,-34.43,-12.43,—,—,—,-10.94
+/- Category (NAV),0.37,2.19,-11.10,-21.72,-28.92,-20.72,-12.87,—,—,—,—
+/- Index (NAV),1.31,6.86,-14.21,-30.78,-39.68,-35.00,-18.50,—,—,—,—
