,Values
NAV,"7,123.46"
Open Price,"7,015.00"
Bid / Ask / Spread,"7,000.00 / 7,725.00 / 9.85%"
Volume / Avg,"7,947.0 / 30,722.3"
Day Range,"6,965.00 – 7,045.00"
Year Range,"6,510.00 – 13,715.00"
SEC Yield ,—
12-Month Yield ,0.25%
Premium ,—
Expense Ratio,0.500%
Total Assets,14.8 Bil
