,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,YTD
Fund (Price),—,—,—,—,—,—,—,—,37.07,-5.70,-33.90
Fund (NAV),—,—,—,—,—,—,—,—,37.54,-6.08,-32.78
+/ Category (NAV),—,—,—,—,—,—,—,—,12.28,0.22,-28.82
+/- Index (Price),—,—,—,—,—,—,—,—,15.66,-7.00,-42.08
Percentile Rank,—,—,—,—,—,—,—,—,27,50,96
# of Funds in Category,—,—,—,—,—,—,—,80,93,100,118
