,Values
NAV,"9,792.67"
Open Price,"9,705.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,"517.0 / 32,155.4"
Day Range,"9,630.00 – 9,705.00"
Year Range,"9,625.00 – 13,820.00"
SEC Yield ,—
12-Month Yield ,2.45%
Premium ,—
Expense Ratio,0.460%
Total Assets,34.1 Bil
