,Fund,Cat. Average,Index
Price/Earnings ,8.86,11.02,12.13
Price/Book ,0.58,0.84,0.86
Price/Sales ,0.21,0.53,0.65
Price/Cash Flow ,3.06,3.46,3.66
Dividend Yield % ,2.61,3.08,3.48
Long-Term Earnings % ,14.47,10.07,3.69
Historical Earnings % ,-7.96,15.26,14.88
Sales Growth % ,3.30,11.25,4.89
Cash-Flow Growth % ,-15.02,16.83,15.05
Book-Value Growth % ,3.73,10.86,8.56
