,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,YTD
Fund (Price),—,—,—,—,—,—,—,9.29,19.12,-11.98,-12.23
Fund (NAV),—,—,—,—,—,—,—,9.76,18.95,-12.03,-11.98
+/ Category (NAV),—,—,—,—,—,—,—,9.07,-3.53,4.64,-7.20
+/- Index (Price),—,—,—,—,—,—,—,-4.53,-13.11,5.65,-12.89
Percentile Rank,—,—,—,—,—,—,—,7,76,11,95
# of Funds in Category,—,—,—,—,—,—,"2,103","2,012","2,058","2,015","2,325"
