,Values
Sustainability Rate,Low
Percent Rank in Global Category,93%
Historical Sustainability Score,37.23
Global Category,Korea Equity
Portfolio ESG,40.82
Controversy Deduction,3.83
Sustainability Score,36.99
Sustainability Mandate,No
