,1-Day,1-Week,1-Month,3-Month,YTD,1-Year,3-Year,5-Year,10-Year,15-Year,Since Inception
Total Return % (Price),-1.22,-4.41,-11.70,-12.75,-11.98,-14.31,—,—,—,—,—
Total Return % (NAV),-1.35,-4.52,-11.88,-13.03,-12.06,-14.84,—,—,—,—,-14.04
+/- Category (NAV),-1.08,-7.41,-4.36,-3.75,-8.64,-0.45,—,—,—,—,—
+/- Index (NAV),-1.66,-3.88,-5.92,-8.56,-12.73,-4.44,—,—,—,—,—
