,Values
Sustainability Rate,High
Percent Rank in Global Category,1%
Historical Sustainability Score,45.09
Global Category,Korea Equity
Portfolio ESG,50.00
Controversy Deduction,4.87
Sustainability Score,45.13
Sustainability Mandate,No
