,Fund,Cat. Average,Index
Price/Earnings ,6.75,11.02,12.13
Price/Book ,0.54,0.84,0.86
Price/Sales ,0.71,0.53,0.65
Price/Cash Flow ,2.27,3.46,3.66
Dividend Yield % ,4.71,3.08,3.48
Long-Term Earnings % ,7.16,10.07,3.69
Historical Earnings % ,14.42,15.26,14.88
Sales Growth % ,8.08,11.25,4.89
Cash-Flow Growth % ,—,16.83,15.05
Book-Value Growth % ,5.65,10.86,8.56
