,Values
NAV,"7,689.00"
Open Price,"7,750.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,"26.0 / 2,932.4"
Day Range,"7,695.00 – 7,750.00"
Year Range,"7,695.00 – 9,805.00"
SEC Yield ,—
12-Month Yield ,0.94%
Premium ,—
Expense Ratio,0.260%
Total Assets,4.2 Bil
