,Values
NAV,"7,660.29"
Open Price,"7,565.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,"1,004.0 / 2,514.4"
Day Range,"7,565.00 – 7,610.00"
Year Range,"7,565.00 – 9,805.00"
SEC Yield ,—
12-Month Yield ,0.94%
Premium ,—
Expense Ratio,0.260%
Total Assets,4.1 Bil
