,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,YTD
Fund (Price),—,—,—,—,—,—,—,—,—,-16.42,-13.01
Fund (NAV),—,—,—,—,—,—,—,—,—,-16.41,-12.39
+/ Category (NAV),—,—,—,—,—,—,—,—,—,0.26,-7.52
+/- Index (Price),—,—,—,—,—,—,—,—,—,1.21,-13.50
Percentile Rank,—,—,—,—,—,—,—,—,—,36,96
# of Funds in Category,—,—,—,—,—,—,—,—,"2,058","2,015","2,284"
