,Net,Short,Long,Cat.,Index
U.S.Stock,0.00,0.00,0.00,0.00,—
Non-U.S.Stock,0.00,0.00,0.00,0.00,—
Bonds,128.13,0.00,128.13,92.09,—
Other,0.00,0.00,0.00,0.18,—
Cash,-28.13,103.50,75.37,23.76,—
Not Classified,0.00,0.00,0.00,0.00,—
