,Values
NAV,"57,906.99"
Open Price,"57,820.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,"287.0 / 6,571.0"
Day Range,"57,805.00 – 57,890.00"
Year Range,"51,525.00 – 57,970.00"
SEC Yield ,—
12-Month Yield ,0.00%
Premium ,—
Expense Ratio,0.100%
Total Assets,40.0 Bil
