,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,YTD
Fund (Price),—,—,—,—,—,—,—,—,—,—,6.81
Fund (NAV),—,—,—,—,—,—,—,—,—,—,6.48
+/ Category (NAV),—,—,—,—,—,—,—,—,—,—,3.52
+/- Index (Price),—,—,—,—,—,—,—,—,—,—,1.52
Percentile Rank,—,—,—,—,—,—,—,—,—,—,2
# of Funds in Category,—,—,—,—,—,—,—,—,—,545,717
