,Values
NAV,"57,631.00"
Open Price,"57,795.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,"548.0 / 6,569.1"
Day Range,"57,775.00 – 57,845.00"
Year Range,"51,435.00 – 57,970.00"
SEC Yield ,—
12-Month Yield ,0.00%
Premium ,—
Expense Ratio,0.100%
Total Assets,39.8 Bil
