,1-Day,1-Week,1-Month,3-Month,YTD,1-Year,3-Year,5-Year,10-Year,15-Year,Since Inception
Total Return % (Price),0.57,1.09,3.60,5.77,7.47,12.87,—,—,—,—,—
Total Return % (NAV),-0.03,0.24,2.95,5.61,6.99,12.53,—,—,—,—,12.33
+/- Category (NAV),-0.03,0.17,1.90,3.55,3.88,7.82,—,—,—,—,—
+/- Index (NAV),-0.32,-0.35,0.63,1.62,1.38,4.13,—,—,—,—,—
