,Values
NAV,"8,393.39"
Open Price,"8,360.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,"29.0 / 19,246.0"
Day Range,"8,350.00 – 8,365.00"
Year Range,"8,170.00 – 9,945.00"
SEC Yield ,—
12-Month Yield ,1.77%
Premium ,—
Expense Ratio,0.340%
Total Assets,12.6 Bil
