,Values
Sustainability Rate,Average
Percent Rank in Global Category,54%
Historical Sustainability Score,41.09
Global Category,Korea Equity
Portfolio ESG,45.72
Controversy Deduction,4.23
Sustainability Score,41.49
Sustainability Mandate,No
