Sectors,Fund %,Category %
Basic Materials,3.12,8.70
Consumer Cyclical,9.16,13.65
Financial Services,12.30,11.56
Real Estate,0.11,0.29
Communication Services,5.04,2.34
Energy,1.13,1.96
Industrials,9.51,10.46
Technology,39.56,38.20
Consumer Defensive,6.29,6.64
Healthcare,12.78,4.97
Utilities,1.00,1.23
