,Values
NAV,"8,358.49"
Open Price,"8,310.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,"94,144.0 / 21,101.0"
Day Range,"8,255.00 – 8,310.00"
Year Range,"8,170.00 – 9,945.00"
SEC Yield ,—
12-Month Yield ,1.77%
Premium ,—
Expense Ratio,0.340%
Total Assets,12.5 Bil
